station_id,station_name,state_id,lat,lon,elevation_m
AMB6633,AIRQ_8920,,38.98954,-76.82355,
AMB6635,AIRQ_8922,,39.40376,-76.96478,
AMB6636,AIRQ_8923,,35.27864,-120.66264,
AMB6637,AIRQ_8925,,34.20942,-119.19452,
AMB6638,AIRQ_8927,,36.12924,-115.2794,
AMB6641,AIRQ_8930,,41.56964,-90.52669,
AMB6642,AIRQ_8931,,43.21049,-75.45334,
AMB6644,AIRQ_8937,,34.89241,-120.42585,
AMB6645,AIRQ_8938,,38.91779,-75.44301,
AMB6650,AIRQ_8946,,36.14632,-85.52376,
AMB6651,AIRQ_8948,,40.028,-76.22167,
AMB6652,AIRQ_8949,,39.93853,-75.02754,
AMB6654,AIRQ_8950,,39.33015,-75.62507,
AMB6656,AIRQ_8953,,36.10227,-84.56719,
AMB6657,AIRQ_8956,,40.03879,-74.91453,
AMB6661,AIRQ_8961,,39.39447,-74.53803,
AMB6663,AIRQ_8965,,37.51425,-120.84914,
AMB6664,AIRQ_8967,,39.05224,-94.45182,
AMB6667,AIRQ_8971,,36.12549,-115.27971,
AMB6672,AIRQ_8978,,34.62299,-98.44894,
AMB6674,AIRQ_8980,,34.58076,-118.09661,
AMB6675,AIRQ_8983,,36.73446,-119.72942,
AMB6676,AIRQ_8984,,39.42717,-75.23353,
AMB6678,AIRQ_8987,,33.10547,-96.80839,
AMB6680,AIRQ_8993,,39.41829,-75.03998,
AMB6682,AIRQ_8996,,38.85151,-76.89207,
AMB6686,AIRQ_9004,,38.79463,-77.27083,
AMB6688,AIRQ_9010,,39.06603,-94.61506,
AMB6689,AIRQ_9011,,34.42427,-117.32286,
AMB6690,AIRQ_9012,,38.17348,-85.87221,
AMB6693,AIRQ_9016,,41.23917,-73.03425,
AMB6696,AIRQ_9026,,39.90983,-76.68206,
AMB6698,AIRQ_9039,,37.7977,-121.21188,
AMB6704,AIRQ_9048,,36.34524,-84.16145,
AMB6708,AIRQ_9060,,39.11194,-93.19466,
AMB6710,AIRQ_9062,,40.0627,-75.08367,
AMB6712,AIRQ_9064,,35.91157,-85.05715,
AMB6716,AIRQ_9080,,39.13812,-94.19672,
AMB6717,AIRQ_9082,,43.19602,-77.59015,
AMB6718,AIRQ_9083,,35.54042,-84.97352,
AMB6719,AIRQ_9085,,37.41733,-95.69047,
AMB6720,AIRQ_9088,,37.39966,-94.70441,
AMB6725,AIRQ_9094,,35.81336,-86.0654,
AMB6729,AIRQ_9099,,34.08402,-118.36655,
AMB6733,AIRQ_9102,,31.31391,-94.72758,
AMB6734,AIRQ_9103,,34.15528,-118.4489,
AMB6740,AIRQ_9110,,38.93607,-76.94743,
AMB6743,AIRQ_9122,,36.31563,-119.78062,
AMB6744,AIRQ_9124,,39.82631,-76.9883,
AMB6749,AIRQ_9129,,30.91322,-93.99636,
AMB6755,AIRQ_9138,,36.17401,-115.27767,
AMB6757,AIRQ_9140,,36.15852,-115.17247,
AMB6758,AIRQ_9141,,38.15451,-121.15516,
AMB6759,AIRQ_9142,,39.04141,-77.04731,
AMB6760,AIRQ_9143,,36.12523,-115.22455,
AMB6761,AIRQ_9144,,43.08662,-77.61445,
AMB6763,AIRQ_9147,,36.21217,-115.20882,
AMB6767,AIRQ_9152,,34.07573,-118.37343,
AMB6768,AIRQ_9159,,35.63597,-117.66966,
AMB6770,AIRQ_9160,,39.93484,-91.36255,
AMB6771,AIRQ_9161,,36.57529,-119.62308,
AMB6773,AIRQ_9164,,38.83203,-77.20312,
AMB6774,AIRQ_9165,,34.07398,-118.32383,
AMB6775,AIRQ_9166,,41.69941,-72.89672,
AMB6776,AIRQ_9168,,38.81072,-94.91382,
AMB6781,AIRQ_9175,,38.65406,-77.3096,
AMB6782,AIRQ_9176,,39.01991,-94.66381,
AMB6784,AIRQ_9178,,31.07299,-97.67607,
AMB6786,AIRQ_9180,,36.07122,-115.20854,
AMB6787,AIRQ_9182,,36.42693,-84.9337,
AMB6794,AIRQ_9193,,34.91434,-120.43574,
AMB6796,AIRQ_9195,,34.0844,-118.38415,
AMB6797,AIRQ_9196,,36.26261,-115.2419,
AMB6803,AIRQ_9216,,39.50444,-121.55014,
AMB6807,AIRQ_9232,,34.8852,-117.01486,
AMB6814,AIRQ_9256,,38.00742,-121.89114,
AMB6818,AIRQ_9267,,40.0122,-75.13547,
AMB6821,AIRQ_9276,,41.31986,-81.83561,
AMB6822,AIRQ_9277,,38.94307,-95.25395,
AMB6823,AIRQ_9278,,43.03173,-89.40793,
AMB6825,AIRQ_9280,,37.12539,-94.47539,
AMB6827,AIRQ_9292,,39.02669,-94.30503,
AMB6828,AIRQ_9299,,35.62757,-120.68982,
AMB6834,AIRQ_9306,,42.34394,-83.38583,
AMB6835,AIRQ_9309,,41.93354,-83.40946,
